Member Phone No,ActSpeedDS,ActSpeedUS,ActAvgDaySpontResyncs,ActDSLStability,ActDSLConnType,DSLAMName,LWC,Urbanistion,UBAForecast,EstAttn160Hi,EstAttn160Lo,EstDSSpeedHi,EstDSSpeedLo,EstUSSpeedHi,EstUSSpeedLo,EUBA,BUBA,WVS,LAPRestriction,CabnietisationDate,CabnetisationName,Locality Id,Connector Id,Line_Sharing_Cable_Pair,LWC_Is_Cabinet,BUBA_Coverage_Area,EUBA_Coverage_Area,Baseband_Copper_Capable,ActBBProductType
,,,,,,,,,,,,,,,,,,,,,,,YN57/A,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL31/851,,Y,East Coast Bays,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB62/2,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC03/12,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB70/2,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC66/4,,N,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CQ12/4,,N,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DD05/8,,Y,Hobsonville,GLENFIELD,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF39/5,,N,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DA35/1,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DQ38/2,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL06/917,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DD36/7,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DH39/3,,N,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DK38/10,,N,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CE34/D,,Y,North Auckland,RED BEACH,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,U10/3,,Y,North Shore,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HT02/2,,Y,North Shore,HOWICK,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP30/2,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CM29/5,,N,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BR37/2,,N,West Auckland,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CA43/1,,Y,West Auckland,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GJ08/1,,Y,North Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,M11/4,,Y,Hobsonville,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AM25/6,,Y,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BA31/8,,N,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AE36/1,,Y,West Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AD36/2,,Y,West Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HL/A,,Y,North Auckland,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BM47/11,,N,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BD48/3,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL89/423,,Y,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,N131/19,,N,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,O114/21,,N,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL55/819,,Y,Northland,WHANGAREI,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AT44/5,,N,Northland,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AR42/4,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AP08/2,,Y,Northland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FU34/5,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AP47/1,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BS40/10,,N,West Auckland,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FN50/23,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CS24/19,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AG02/2,,Y,North Shore,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FK63/10,,N,Counties,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL99/233,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HV03/1,,Y,North Shore,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FL63/M,,N,Counties,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL29/868,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GG34/3,,N,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FA40/A,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM25/434,,N,Northland,WARKWORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF21A/C,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HD09/6,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GE80/22,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EQ22/A,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BB73/2,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DD31/18,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BL17/2,,Y,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL80/934,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AN04/2,,Y,North Shore,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BD26/A,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CL32/9,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CN30/3,,N,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ32/1,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM07/380,,N,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF14/1,,Y,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HA11/1,,Y,Northland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,L84/31,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GQ08/1,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CR73/3,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AU63/3,,N,Northland,KAITAIA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AM07/5,,N,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FJ55/12,,N,Eastern Suburbs,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP04/10,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HD38/1,,N,Counties,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL39/121,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BU54/1,,N,Counties,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DH38/B,,N,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EP20/3,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AL24/3,,Y,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FS37/1,,Y,Tamaki,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EF14/16,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN20/U,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG24/G,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG62/E,,N,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM20/L,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM21A/E,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EP11/1,,Y,Northland,KERIKERI,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM18/232,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AR79/5,,N,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CA45/4,,Y,West Auckland,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB76/10,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EA67/1,,N,Northland,DARGAVILLE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DU44/6,,N,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HE45/1,,N,Counties,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM24/472,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL20/T,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DQ23/J,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EJ31/5,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF72/7,,Y,North Shore,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL09/389,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,P72/8,,Y,Grafton,REMUERA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T67/11,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,P66/12,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL24/982,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,P68/19,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,U73/12,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ES24/1,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,R66/11,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EF31/2,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FB22/1,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR28/21,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FE23/8,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH24/32,,Y,Grafton,REMUERA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T65/25,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL40/712,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,P69/7,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EE27/8,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FH40/4,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T64/35,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EN28/2,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K73/3,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,R68/23,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,M74/11,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,P76/10,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,F70/7,,Y,Grafton,REMUERA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR29/H,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,G84/8,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH29/4,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AD82/1,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Q66/15,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J83/11,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH31/6,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL66/579,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH31/8,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR27/J,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T66/12,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL03/777,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,W67/15,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EM40/4,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ER36/2,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL27/316,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ER35/1,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EG36/F,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Y72/25,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF29/21,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AB69/6,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AJ62/2,,Y,Hillsborough,MT ALBERT,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AT63/2,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP41/M,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM27/322,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AE63/13,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DS44/7,,N,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AG56/8,,,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE44/18,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF29/11,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM18/352,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL55/552,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP31/2,,N,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DD34/20,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AJ53/3,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CL27/22,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB30/9,,N,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CU33/24,,N,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP33/18,,Y,Grey Lynn,MT ALBERT,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CK23/1,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ25/22,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CN27/3,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CN33/7,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CH30/1,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CQ42/3,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AT/CC,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DT22/Q,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR23/23,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DH25/2,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM21D/T,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CU20/14,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM21C/V,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DV25/7,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL11/209,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CT24/3,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DH26/10,,,Auckland Central,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC22/1,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN25/15,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DD20/25,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DT24/17,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM21A/S,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL22A/G,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL08/824,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AJ64/3,,N,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM18/432,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR22/L,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP36/B,,Y,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AN18/1,,N,Bay of Plenty/ East Coast,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GQ23/2,,Y,Hawkes Bay,NAPIER,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FS59/2,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EE35/1,,Y,Bay of Plenty/ East Coast,GISBORNE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T24/10,,Y,Hawkes Bay,NAPIER,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GP09/5,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Q22/5,,Y,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GG06/5,,Y,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HH20/S,,N,Hawkes Bay,NAPIER,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GB39/A,,N,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN26/11,,N,Bay of Plenty/ East Coast,GISBORNE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J26/3,,Y,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BJ10/1,,Y,Central,TAUPO,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,D3/6,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL29/741,,Y,Southland,QUEENSTOWN,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,S25/40,,Y,Hawkes Bay,NAPIER,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,X95/7,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FQ69/13,,Y,Christchurch North,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FV79/2,,Y,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AB26/9,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FT65/2,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,H8/6,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EG109/1,,N,Counties,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM10/784,,Y,Banks,CHRISTCHURCH,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FG55/29,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FS73/30,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GP61/2,,N,North Waikato / Coromandel,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,H16/1,,Y,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GH69/1,,N,Christchurch North,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL93/99,,Y,Manawatu,WHANGAREI,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GN74/3,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FN49/11,,Y,Eastern Suburbs,HOWICK,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EC14/14,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DV09/12,,Y,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AC07/6,,N,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN79/26,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BT04/3,,Y,Manawatu,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN04/4,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EP57/11,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL76/619,,Y,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AN29/6,,Y,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AC15/19,,N,South Canterbury,TIMARU,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EB54/7,,N,Hutt / Wairarapa,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,M9/1,,N,Central,OHAKUNE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL72/480,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BS61/1,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FU54/11,,Y,Christchurch North,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE12/3,,Y,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE12/3,,Y,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC04/9,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP21/12,,N,Manawatu,LEVIN,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP01/517,,N,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CN94/3,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL35/529,,N,Hutt / Wairarapa,MASTERTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CT03/1,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GT05/1,,N,Marlborough / North Canterbury,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CD91/9,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF71/8,,Y,East Coast Bays,TORBAY,N,BUBA
